"site","east","north","AMEAN66","AMEAN67","AMEAN68","AMEAN69","AMEAN70","AMEAN71","AMEAN72","AMEAN73","AMEAN74","AMEAN75","AMEAN76","AMEAN77","AMEAN78","AMEAN79","AMEAN80","AMEAN81","AMEAN82","AMEAN83","AMEAN84","AMEAN85","AMEAN86","AMEAN87","AMEAN88","AMEAN89","AMEAN90","AMEAN91","AMEAN92","AMEAN93","AMEAN94","AMEAN95","AMEAN96"
"CHEADLE 3",401000,343700,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,27,22,28,25,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEADLE & GATLEY 1",385800,388700,61,68,52,60,35,27,30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEADLE & GATLEY 2",384800,385900,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,23,19,18,16,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEADLE & GATLEY 3",386000,389300,72,55,80,61,42,46,51,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEADLE & GATLEY 6",385900,388600,NA,NA,NA,NA,NA,NA,NA,NA,25,24,44,31,39,49,31,50,38,30,31,36,38,28,34,NA,NA,NA,NA,NA,NA,NA,NA
"CHELMSFORD 2",570100,208800,61,69,55,40,21,37,34,29,24,29,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHELSEA 2",526800,177800,56,58,48,38,33,29,34,26,22,19,18,17,17,14,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHELSEA 5",527300,178100,113,112,91,93,76,54,59,35,25,24,23,21,20,26,22,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHELSEA 6",527100,178100,72,60,75,61,55,47,50,42,32,31,31,28,27,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEPSTOW 2",353000,192800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,19,18,16,13,15,17,11,19,15,17,13,14,11,13,11
"CHERTSEY 1",504300,167000,155,174,136,126,92,67,80,58,29,45,35,21,18,21,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHESHAM 1",495800,201800,71,73,58,55,54,39,48,26,48,18,28,19,17,24,24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHESHUNT 1",536200,200400,79,80,73,60,57,40,51,40,42,22,45,35,25,23,30,33,23,28,24,26,26,24,14,19,22,10,9,7,3,8,9
"CHESHUNT 2",536100,202200,77,86,62,57,54,54,41,33,42,15,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHESHUNT 3",532400,203100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,23,23,31,37,23,21,12,10,14,17,11,NA,NA,NA,NA,NA,NA,NA,NA
"CHESTERFIELD 17",438000,371200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,7,10,15,11,9,12,11,12,8,5,5,10,9
"CHESTERFIELD 19",436700,372900,48,47,43,38,32,31,32,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHESTERFIELD 25",444700,377900,93,109,103,82,70,58,35,24,30,24,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHESTER-LE-STREET 4",427300,550700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,51,54,55,30,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIGWELL 1",542200,195800,155,153,97,124,112,92,107,100,72,87,79,56,44,55,38,36,27,22,12,18,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIGWELL 4",544200,196200,165,151,140,124,127,128,94,101,88,93,93,68,48,58,38,36,30,23,16,27,25,24,31,NA,NA,NA,NA,NA,NA,NA,NA
"CHINGFORD 1",538300,194300,101,113,102,94,94,94,91,68,44,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHISWICK 2",520500,178300,97,99,113,94,95,73,68,53,39,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHORLEY 4",358300,417100,122,128,117,112,122,99,105,89,70,69,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHORLEY 5",358300,417700,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,12,9,13,9,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHORLEY 6",358500,417800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,10,6,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLACTON-ON-SEA 2",617600,215100,83,80,67,64,50,43,35,25,24,25,28,22,16,25,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLECKHEATON 4",419000,425100,47,44,33,36,35,30,35,31,22,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLECKHEATON 5",419200,425400,80,61,61,48,39,40,42,33,26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLEETHORPES 1",530700,408600,64,66,50,49,45,40,47,34,28,33,34,25,30,31,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLEVEDON 1",340800,171100,42,29,35,36,32,27,32,25,18,21,21,17,20,22,18,21,16,17,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLEVELEYS 2",331700,442800,35,30,35,32,30,28,31,24,18,36,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIPSTONE 1",458800,363200,65,64,52,53,51,40,45,37,32,32,32,26,25,30,22,34,22,22,19,20,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLITHEROE 1",375100,442700,39,37,34,34,34,28,34,23,18,19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLYDEBANK 5",249200,671600,35,24,27,26,23,23,26,21,15,20,19,13,15,17,11,16,14,13,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLYDEBANK 6",250300,670000,39,36,34,34,32,25,27,24,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COALVILLE 1",442800,314200,31,33,32,32,31,25,17,30,19,21,18,15,16,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COALVILLE 5",442800,314200,55,49,49,44,41,35,40,31,33,22,23,15,18,19,15,15,11,11,12,11,11,11,11,12,12,12,8,NA,NA,NA,NA
"COATBRIDGE 1",273400,665000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,8,15,17,20,14,11,8,4,4
"COATBRIDGE 4",272200,666000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,9,9,11,9,5,9,9,8,9,6,9,8,9,8,8,7,10,8
"COATBRIDGE 7",273800,663800,56,52,53,44,37,33,34,34,25,26,24,20,19,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COATBRIDGE 9",271700,666900,153,166,150,124,107,88,78,27,25,24,20,19,21,20,15,22,14,20,19,17,18,12,15,17,22,10,14,13,7,11,8
"COATBRIDGE 11",273800,665200,NA,NA,126,93,77,66,60,49,41,35,28,16,18,21,19,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLESHILL (WARWICKS) 16",420200,288900,NA,NA,100,41,34,28,31,19,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLNE 2",388500,439900,NA,NA,NA,NA,137,74,78,50,64,49,44,37,53,41,31,49,32,42,40,41,40,25,25,19,24,12,12,10,4,5,NA
"CONGLETON 1",386000,362900,105,118,114,87,68,74,68,50,61,34,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CONISBROUGH 7",451300,398700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,18,8,10,10,14,15,13,12,13,15,14,11,11,8,11,8
"CONISBROUGH 8",450100,399600,31,27,47,42,37,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CONSETT 12",408800,549400,NA,34,35,31,30,32,34,27,20,27,22,18,20,19,15,11,6,5,7,7,13,12,8,6,14,14,12,11,8,10,NA
"CONSETT 13",410600,551000,NA,34,34,30,31,25,24,24,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CONSETT 14",412800,551600,32,29,28,25,22,19,22,23,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORBY 13",488200,288500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,60,61,65,31,69,41,50,35,43,41,40,39,31,32,20,NA,NA,NA,NA,NA
"CORBY 14",487600,290500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,20,16,15,17,15
"COSELEY 1",394300,293800,44,54,53,37,40,46,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTTAM 14",471900,390000,NA,NA,NA,NA,NA,NA,40,26,19,28,25,16,20,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTTAM 16",481500,388900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,4,4,4,6,5
"COTTAM 17",482000,390600,48,43,35,39,34,33,35,30,29,26,23,22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTTAM 18",487500,389800,63,58,53,54,42,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTTAM 19",482500,387000,44,43,42,49,47,36,34,29,26,33,25,22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTTAM 20",470800,382200,NA,NA,NA,66,40,42,40,36,28,36,41,32,22,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTTAM 22",478200,380800,NA,NA,NA,NA,NA,58,45,35,37,47,34,25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTTAM 27",485600,373000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,23,25,17,17,18,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTTAM 28",488700,375700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,32,26,21,16,16,12,13,11
"COTTAM 31",479400,367900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,38,45,34,38,21,19,15,12,11,11,9,NA,NA,NA,NA,NA,NA,NA,NA
"COVENTRY 13",433700,278800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,13,10,11,11,7,6,NA,NA,NA,NA,NA,NA,NA,NA
"COWDENBEATH 1",316500,691200,84,74,74,60,44,44,57,44,46,39,34,26,23,NA,32,29,22,26,24,21,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRAWLEY 3",526900,136200,NA,NA,85,47,40,39,40,39,39,44,25,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRAYFORD 2",551600,174600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,21,17,19,22,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREWE 11",370700,355800,97,107,93,81,94,73,78,50,35,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREWE 12",368800,355800,96,70,106,69,46,63,57,52,46,44,42,24,23,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREWE 17",371000,356700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,12,9,8,10,7
"CROSBY 2",331500,399500,67,64,67,49,61,50,45,46,35,34,28,31,29,33,23,23,21,22,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROSBY 3",332100,399000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13,15,16,16,14,13,11,12,11,8,8
"CROYDON 12",531500,164600,151,137,136,180,176,137,125,117,101,86,89,70,79,75,52,54,32,36,28,24,24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROYDON 15",532500,165300,NA,NA,NA,NA,NA,NA,NA,NA,16,10,8,8,13,15,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROYDON 16",532500,165300,114,81,77,63,58,43,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUCKFIELD 2",533600,124700,154,152,126,82,53,64,60,43,30,31,32,28,28,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDWORTH 1",438800,409200,61,55,39,37,43,41,44,35,23,35,30,34,31,25,22,26,22,25,20,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDWORTH 2",438700,409100,71,67,73,75,76,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CWMBRAN 2",329200,194800,97,69,65,64,60,66,53,50,39,49,25,20,19,19,17,16,12,19,21,17,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CWMBRAN 5",329300,195600,144,130,127,104,85,73,77,55,46,59,51,38,45,35,32,31,8,19,14,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CWMGWRACH 1",286800,205300,60,58,61,50,48,41,40,25,31,39,34,23,27,24,20,27,8,17,13,10,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAGENHAM 2",549500,186900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,23,22,27,22,23,NA,NA,NA
"DAGENHAM 5",548400,188000,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,22,22,23,24,15,23,14,15,12,13,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAGENHAM 6",548400,189200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,24,28,27,14,22,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAGENHAM 7",548700,186000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,26,14,13,9,10,9,12,10
"DAGENHAM 8",548400,188100,11,16,19,15,13,15,14,13,10,8,11,8,9,10,8,10,8,8,10,8,7,6,5,6,6,8,6,6,5,6,6
"DAGENHAM 9",548700,186000,26,33,32,27,22,23,19,15,10,12,14,12,14,13,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DALKEITH 1",334100,667000,17,21,20,17,17,16,15,13,10,10,10,8,10,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DALRY 1",229300,649200,NA,NA,NA,NA,NA,32,27,26,20,22,22,19,22,17,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DALRY 2",228800,649200,NA,NA,NA,NA,NA,NA,NA,NA,109,71,88,63,63,74,55,60,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARLASTON 3",398600,299100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,70,36,46,39,37,35,32,46,26,16,17,15,14,11
"DARLASTON 5",397800,296800,97,96,70,88,69,51,59,48,39,40,43,22,15,42,33,36,30,22,11,19,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARLASTON 6",397800,296800,162,111,100,111,97,74,77,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARLINGTON 6",428900,515000,NA,176,80,65,66,43,46,37,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARLINGTON 7",429100,513100,NA,NA,139,127,76,39,109,77,55,56,67,44,44,47,27,37,29,33,11,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARLINGTON 12",429200,514500,NA,NA,NA,81,63,43,50,42,32,37,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARTFORD 6",554200,173900,NA,NA,NA,NA,111,60,58,50,43,49,40,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARTFORD 9",554300,174400,NA,NA,NA,NA,NA,NA,59,47,39,51,32,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARTON 1",430900,409900,NA,NA,NA,NA,NA,NA,NA,NA,45,50,55,35,29,47,34,43,31,28,16,27,27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEAL 1",637700,152500,NA,NA,NA,NA,NA,NA,NA,NA,66,85,85,64,62,78,62,65,61,58,33,46,51,35,19,18,18,18,NA,NA,NA,NA,NA
"DENTON 1",392200,393700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,52,45,50,42,33,19,36,30,18,NA,NA,NA,NA,12,NA,NA,NA,NA
"DENTON 3",392500,395400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,100,87,41,79,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEPTFORD 1",535300,177300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,48,45,20,38,35,35,23,22,17,13,11,NA,NA,NA,NA
"DEPTFORD 2",536400,177000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,10,11,11,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEPTFORD 3",537600,177500,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,18,16,17,19,16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DERBY 17",435300,334200,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,10,8,10,8,3,9,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DERBY 18",434500,333300,NA,NA,NA,34,32,28,29,24,21,23,18,16,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DERBY 23",435500,336300,NA,NA,NA,32,28,25,27,22,18,16,15,13,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEWSBURY 10",422400,420300,NA,NA,NA,55,48,47,38,34,29,30,28,25,28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEWSBURY 11",424200,422200,NA,NA,NA,81,74,70,71,60,50,56,44,46,52,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEWSBURY 12",423500,421200,190,130,101,91,99,69,60,33,31,31,33,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIDCOT 7",449200,198400,164,154,151,117,93,70,85,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIDCOT 10",457100,196700,NA,60,51,43,43,27,26,37,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIDCOT 17",452700,189900,81,69,60,41,33,26,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DINNINGTON 2",452800,386500,NA,64,51,40,36,28,38,33,27,15,15,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DINNINGTON 4",452800,386100,NA,NA,NA,NA,NA,NA,20,16,13,11,11,11,6,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 19",459100,404300,NA,NA,NA,NA,NA,NA,11,10,8,6,7,6,5,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 21",457500,403100,NA,NA,NA,NA,NA,NA,17,12,12,10,10,8,6,7,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 22",461700,401900,NA,NA,NA,NA,NA,NA,38,19,11,11,15,10,8,7,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 23",457100,402800,NA,NA,NA,NA,NA,NA,26,16,10,8,11,7,7,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 24",460800,400600,43,40,41,38,33,26,30,28,17,23,25,18,17,16,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 25",455700,400800,31,24,34,37,35,29,23,20,10,16,16,11,12,10,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 26",460500,401600,NA,NA,NA,NA,NA,NA,NA,24,17,27,27,24,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 28",455200,402800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,41,40,31,29,31,21,21,8,6,5,6,5
"DONCASTER 29",462300,405100,49,48,57,56,40,37,34,40,27,32,28,13,13,19,23,25,18,21,17,17,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 31",462600,404700,42,39,45,29,26,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 32",461300,398300,45,49,45,35,38,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONCASTER 33",453200,407500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13,18,17,13,12,11,13,10
"DORCHESTER 2",369100,90700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,77,78,71,52,25,23,NA,NA,NA,NA,NA,NA
"DOVER 5",631200,141800,NA,NA,63,33,30,33,25,26,19,26,25,15,18,22,25,17,19,16,15,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOWNHAM 1",565200,303800,NA,NA,NA,NA,NA,21,16,16,16,13,18,14,13,17,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRAX 1",488800,432300,NA,NA,NA,NA,NA,25,11,9,8,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRAX 6",474500,435000,NA,NA,NA,NA,NA,NA,25,20,12,NA,14,11,9,12,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRAX 8",469800,421200,NA,NA,35,27,25,28,22,22,17,29,34,25,21,14,9,14,11,13,10,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRAX 9",469500,415100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,4,4,4,7,7
"DROYLSDEN 5",390300,398300,NA,NA,NA,NA,NA,NA,NA,NA,67,54,43,30,34,34,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUKINFIELD 2",394000,397900,111,117,110,76,82,94,90,44,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUMBARTON 4",239600,675400,179,178,144,112,99,107,92,54,50,50,51,41,40,39,23,20,17,15,17,16,15,13,28,15,12,17,13,10,NA,NA,NA
"DUNDEE 7",339900,730600,121,141,132,73,78,82,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNDEE 11",340300,730400,145,130,124,100,80,91,90,48,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNDEE 12",338500,729900,79,90,92,83,64,49,54,32,30,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
