amean_y1,amean_y2,amean_y3,amean_y4,amean_y5,amean_y6,amean_y7,amean_y8,amean_y9,amean_y10,amean_y11,amean_y12,amean_y13,amean_y14,amean_y15,amean_y16,k0,k1,k2,k3,ward91,cquint,region91,lungc3064,cpm3064,allmort3064,lungc65pls,cpm65pls,allmort65pls,pop3064,pop65pls,exp_lungc3064,exp_cpm_3064,exp_all_3064,exp_lungc65pls,exp_cpm_65pls,exp_all_65pls,RR_lungc3064,RR_cpm3064,RR_allmort3064,RR_lungc65pls,RR_cpm65pls,RR_allmort65pls,cscore                                                                                                                                                                    
66,76,78,58,64,50,25,36,29,45,34,28,31,27,19,25,70,44,34,26,42QMFS,4,7,10,39,85,12,91,162,2716,1189,5.633,25.887,56.801,14.766,167.384,270.95,1.775,1.507,1.496,0.813,0.544,0.598,1.009
91,93,85,103,86,75,88,77,58,48,38,30,33,33,24,26,93,82,44,29,42QPFD,5,7,23,89,172,16,194,284,4462,1489,9.255,42.529,93.315,18.492,209.617,339.315,2.485,2.093,1.843,0.865,0.925,0.837,5.952
61,80,91,83,74,70,75,67,52,54,50,34,38,39,30,36,79,72,48,36,42QPFE,4,7,18,93,181,40,381,638,4817,2144,9.991,45.913,100.74,26.627,301.826,488.577,1.802,2.026,1.797,1.502,1.262,1.306,2.319
158,123,161,149,139,144,142,130,114,117,111,79,75,57,50,52,148,139,105,59,42QPFL,4,7,18,58,135,30,256,449,4912,1990,10.188,46.818,102.726,24.714,280.146,453.483,1.767,1.239,1.314,1.214,0.914,0.99,1.24
98,76,94,77,54,46,63,53,43,47,39,23,27,24,20,24,86,54,38,24,42QPFS,4,7,21,73,151,42,315,523,4637,2043,9.618,44.197,96.975,25.373,287.607,465.561,2.184,1.652,1.557,1.655,1.095,1.123,2.221
46,47,49,39,36,32,36,24,21,26,20,17,19,19,15,16,45,32,21,17,43QTFG,4,4,5,26,55,14,135,228,3005,1185,6.233,28.642,62.845,14.717,166.821,270.039,0.802,0.908,0.875,0.951,0.809,0.844,2.153
35,37,37,30,26,24,27,23,19,22,20,19,19,13,10,16,35,25,20,15,44RBFG,2,5,3,8,35,14,130,202,2350,985,4.874,22.399,49.146,12.233,138.665,224.463,0.615,0.357,0.712,1.144,0.938,0.9,-2.252
47,44,43,37,30,26,43,23,19,17,19,16,17,12,14,17,43,31,18,15,44RBFR,2,5,7,17,42,16,120,196,3444,1037,7.143,32.826,72.026,12.879,145.986,236.312,0.98,0.518,0.583,1.242,0.822,0.829,-1.759
38,38,41,40,32,34,63,62,31,36,32,23,14,14,13,14,39,48,31,14,44REFA,3,5,6,14,35,14,87,142,2339,970,4.851,22.294,48.916,12.047,136.554,221.044,1.237,0.628,0.716,1.162,0.637,0.642,-1.041
75,80,,,,96,72,50,35,39,62,48,49,46,27,,78,73,46,41,45RLFB,4,7,5,21,48,8,80,138,2094,614,4.343,19.959,43.793,7.625,86.437,139.919,1.151,1.052,1.096,1.049,0.926,0.986,1.674
74,46,60,58,54,45,43,39,31,30,33,24,38,35,21,23,60,45,30,29,45RLFS,3,7,2,32,64,7,95,143,3133,725,6.498,29.862,65.522,9.004,102.063,165.214,0.308,1.072,0.977,0.777,0.931,0.866,-1.111
73,70,55,65,66,49,43,37,13,24,20,13,11,11,12,23,66,49,18,14,45RMFA,5,7,6,38,87,18,230,365,2724,1435,5.65,25.963,56.968,17.822,202.015,327.009,1.062,1.464,1.527,1.01,1.139,1.116,4.382
46,51,48,42,34,30,28,29,16,22,22,16,18,16,14,15,47,30,19,16,45RNFR,5,7,4,25,47,15,200,313,1867,965,3.872,17.795,39.045,11.985,135.85,219.905,1.033,1.405,1.204,1.252,1.472,1.423,2.575
55,53,58,48,29,32,32,,,,29,15,16,15,10,8,54,31,22,12,45RQFA,1,7,7,15,56,15,173,293,3597,1536,7.46,34.284,75.225,19.076,216.233,350.025,0.938,0.438,0.744,0.786,0.8,0.837,-3.684
32,29,28,25,22,19,22,23,13,20,11,9,9,11,8,8,29,22,13,9,46RXFY,2,5,2,8,21,9,84,144,1357,854,2.815,12.934,28.379,10.606,120.223,194.61,0.711,0.619,0.74,0.849,0.699,0.74,-2.569
40,36,32,23,21,20,24,27,22,25,21,16,18,19,14,15,33,23,21,17,47SCFF,4,6,11,34,78,18,216,348,3283,1187,6.809,31.291,68.659,14.742,167.102,270.495,1.615,1.087,1.136,1.221,1.293,1.287,0.506
27,29,23,27,24,24,23,27,16,19,15,13,14,14,11,12,27,25,16,13,47SCFT,5,6,8,32,76,11,169,255,3261,1338,6.764,31.082,68.198,16.617,188.359,304.905,1.183,1.03,1.114,0.662,0.897,0.836,3.596
47,37,36,33,35,35,29,24,20,21,22,15,17,17,13,14,38,31,20,15,47SCFU,4,6,6,28,62,18,187,303,3736,1520,7.749,35.609,78.132,18.877,213.981,346.379,0.774,0.786,0.794,0.954,0.874,0.875,1.187
,108,132,99,97,81,92,28,24,26,19,24,20,17,20,26,113,75,23,21,48SKGK,5,9,6,30,56,13,85,142,1813,525,3.76,17.28,37.916,6.52,73.908,119.637,1.596,1.736,1.477,1.994,1.15,1.187,8.183
11,12,13,11,8,10,9,10,6,6,5,4,9,9,7,8,12,9,5,8,49SQFX,3,9,1,9,14,3,37,56,850,282,1.763,8.102,17.776,3.502,39.699,64.262,0.567,1.111,0.788,0.857,0.932,0.871,-0.908
24,21,33,23,,36,23,23,15,15,14,13,15,13,9,11,25,27,14,12,50SWFK,4,9,3,26,47,1,44,60,1643,362,3.408,15.66,34.361,4.496,50.961,82.493,0.88,1.66,1.368,0.222,0.863,0.727,0.493
53,53,54,55,43,38,34,39,28,24,26,24,27,19,12,13,54,39,26,18,50SWFN,5,9,5,21,64,12,130,233,2083,851,4.32,19.854,43.562,10.569,119.801,193.927,1.157,1.058,1.469,1.135,1.085,1.201,9.076
23,25,27,30,33,32,25,21,17,15,19,14,19,17,13,13,26,28,16,16,50SWFP,5,9,17,57,119,18,193,290,3881,1378,8.05,36.991,81.165,17.114,193.991,314.02,2.112,1.541,1.466,1.052,0.995,0.924,6.112
44,41,47,46,48,45,37,45,28,30,33,23,24,26,16,20,45,44,29,22,50SXFT,4,9,1,9,20,4,44,70,791,372,1.641,7.539,16.542,4.62,52.369,84.772,0.61,1.194,1.209,0.866,0.84,0.826,0.071
26,53,50,53,56,51,52,59,43,43,50,35,23,28,19,22,46,55,43,23,54TNFB,5,9,7,28,70,10,89,170,1428,552,2.962,13.611,29.864,6.855,77.709,125.79,2.363,2.057,2.344,1.459,1.145,1.351,9.227
18,14,14,16,18,20,17,18,14,16,21,15,16,12,10,14,16,18,17,13,54TNFQ,2,9,7,41,95,17,195,332,5950,2516,12.341,56.712,124.434,31.247,354.195,573.348,0.567,0.723,0.763,0.544,0.551,0.579,-1.723
28,31,35,29,33,33,26,31,25,24,28,23,18,16,10,16,31,31,25,15,54TNFR,5,9,15,78,154,30,221,368,5055,2106,10.484,48.181,105.717,26.155,296.476,479.917,1.431,1.619,1.457,1.147,0.745,0.767,4.885
50,61,52,54,49,50,50,54,46,34,58,39,28,28,21,20,54,51,44,24,54TNFT,5,9,5,45,116,35,348,570,4951,2026,10.269,47.19,103.542,25.161,285.214,461.687,0.487,0.954,1.12,1.391,1.22,1.235,3.111
18,24,20,19,18,20,21,16,17,16,18,12,10,10,9,11,20,19,16,10,55TSFB,3,9,2,23,54,10,105,177,3450,1125,7.156,32.883,72.151,13.972,158.374,256.366,0.28,0.699,0.748,0.716,0.663,0.69,-0.907
20,22,25,26,22,26,24,21,17,15,16,12,13,10,8,,23,23,15,10,55TSFG,3,9,1,13,21,2,44,71,728,377,1.51,6.939,15.225,4.682,53.073,85.911,0.662,1.874,1.379,0.427,0.829,0.826,-0.46
26,26,27,24,29,29,26,24,25,24,26,16,13,14,10,11,26,27,23,12,55TSFJ,5,9,10,61,129,13,223,339,2485,1561,5.154,23.685,51.97,19.386,219.753,355.722,1.94,2.575,2.482,0.671,1.015,0.953,3.696
40,43,37,36,34,45,36,33,28,34,33,19,19,19,,,39,37,29,19,55TTFL,4,9,10,62,127,27,353,550,7257,2422,15.052,69.169,151.768,30.079,340.962,551.928,0.664,0.896,0.837,0.898,1.035,0.997,0.571
12,21,16,10,12,16,13,13,12,13,13,9,8,9,7,6,15,14,12,8,55TTFZ,3,9,8,35,82,20,226,358,2917,1917,6.05,27.803,61.004,23.808,269.869,436.848,1.322,1.259,1.344,0.84,0.837,0.82,-0.467
61,58,67,44,42,36,40,28,31,26,26,25,24,26,20,24,58,37,27,24,5706AJ,2,10,5,28,66,16,176,276,3375,1535,7,32.168,70.583,19.064,216.092,349.797,0.714,0.87,0.935,0.839,0.814,0.789,-1.614
59,66,64,48,46,32,39,22,20,16,17,12,20,15,14,16,59,35,16,16,5706AP,5,10,10,67,117,30,232,373,3483,1725,7.224,33.198,72.841,21.423,242.84,393.095,1.384,2.018,1.606,1.4,0.955,0.949,4.727
92,103,68,47,47,45,52,41,36,31,33,24,20,17,11,15,78,46,31,16,6015AA,4,10,9,21,50,21,152,254,1978,811,4.103,18.853,41.367,10.072,114.17,184.811,2.194,1.114,1.209,2.085,1.331,1.374,2.427
76,91,101,75,59,47,47,36,35,37,36,39,33,34,22,27,86,47,37,29,6229AY,5,10,8,22,49,18,213,327,2639,1121,5.473,25.153,55.19,13.922,157.811,255.454,1.462,0.875,0.888,1.293,1.35,1.28,3.712
88,98,99,74,61,51,54,42,37,36,34,38,29,32,21,26,90,52,36,27,6229BA,5,10,12,42,97,27,224,365,3549,1291,7.361,33.827,74.221,16.033,181.743,294.194,1.63,1.242,1.307,1.684,1.233,1.241,2.615
100,142,136,104,91,74,79,58,52,41,42,32,31,33,23,29,121,76,42,29,6229BG,5,10,9,39,89,27,297,450,3599,1374,7.465,34.303,75.267,17.064,193.427,313.108,1.206,1.137,1.182,1.582,1.535,1.437,3.349
70,76,75,57,52,44,51,35,33,27,26,25,21,37,16,22,70,46,28,24,6229BQ,3,10,7,14,42,14,302,466,3174,1660,6.583,30.253,66.379,20.616,233.69,378.282,1.063,0.463,0.633,0.679,1.292,1.232,-0.508
43,49,59,39,36,33,34,29,24,24,26,27,24,24,17,21,48,33,25,22,6229BX,5,10,28,82,172,47,355,585,3884,2266,8.056,37.02,81.227,28.142,319,516.378,3.476,2.215,2.118,1.67,1.113,1.133,7.645
70,81,71,57,49,38,36,29,27,27,26,28,25,25,20,28,70,38,27,25,6229CR,3,10,7,16,46,18,197,320,2496,1145,5.177,23.79,52.2,14.22,161.189,260.924,1.352,0.673,0.881,1.266,1.222,1.226,-0.649
45,55,62,41,40,33,33,25,28,27,26,26,24,25,20,21,51,33,27,23,6229CY,5,10,11,63,118,23,182,299,3887,1304,8.062,37.048,81.29,16.195,183.573,297.157,1.364,1.7,1.452,1.42,0.991,1.006,5.021
113,112,91,93,76,54,59,35,25,24,23,21,20,26,22,29,102,56,23,24,6334AD,5,10,10,52,108,23,176,294,2614,987,5.422,24.915,54.667,12.258,138.947,224.918,1.844,2.087,1.976,1.876,1.267,1.307,6.7
56,58,48,38,33,29,34,26,22,19,18,17,17,14,14,20,50,31,19,16,6334AF,5,10,11,66,125,27,265,407,3171,1629,6.577,30.224,66.316,20.231,229.325,371.218,1.673,2.184,1.885,1.335,1.156,1.096,4.393
216,141,217,180,164,132,88,67,52,49,54,44,40,38,28,29,189,113,50,34,6341AX,5,10,23,76,173,57,257,477,2952,1286,6.123,28.137,61.736,15.971,181.039,293.055,3.757,2.701,2.802,3.569,1.42,1.628,13.965
148,156,143,149,144,87,64,45,34,29,40,29,24,21,14,28,149,85,33,22,6341BR,5,10,21,68,148,40,319,492,3295,1582,6.834,31.406,68.909,19.647,222.709,360.508,3.073,2.165,2.148,2.036,1.432,1.365,9.866
140,164,117,122,99,71,64,56,38,34,41,34,58,34,21,33,136,73,37,37,6341CE,5,10,15,45,93,16,183,295,3100,904,6.43,29.547,64.831,11.227,127.262,206.004,2.333,1.523,1.434,1.425,1.438,1.432,7.426
127,159,141,138,115,82,80,62,47,41,51,36,35,33,18,28,141,85,44,29,6341CL,5,10,12,56,114,18,190,290,3807,1178,7.896,36.286,79.617,14.63,165.835,268.444,1.52,1.543,1.432,1.23,1.146,1.08,7.28
96,110,85,87,77,56,69,45,31,31,41,33,31,38,22,41,95,62,34,33,6341CS,5,10,29,60,145,28,160,249,3428,809,7.11,32.673,71.691,10.047,113.888,184.356,4.079,1.836,2.023,2.787,1.405,1.351,16.254
81,102,97,91,84,63,57,50,32,29,31,24,24,25,15,15,93,64,29,20,6341DG,4,10,5,35,64,30,213,337,2489,1209,5.162,23.724,52.053,15.015,170.199,275.508,0.969,1.475,1.23,1.998,1.251,1.223,2.014
,157,89,73,66,50,48,39,29,28,45,32,24,25,15,16,106,51,34,20,6341DJ,5,10,11,47,116,39,329,551,3935,1576,8.162,37.506,82.294,19.573,221.864,359.14,1.348,1.253,1.41,1.993,1.483,1.534,8.656
120,100,91,87,79,61,49,47,33,27,38,29,26,49,29,37,100,59,32,35,6341DK,5,10,14,38,85,44,285,504,3206,1642,6.649,30.558,67.048,20.392,231.156,374.18,2.105,1.244,1.268,2.158,1.233,1.347,5.242
,111,63,56,50,36,32,27,24,17,27,19,22,23,14,16,77,36,22,19,6341DS,5,10,28,115,227,54,279,471,4514,1846,9.362,43.025,94.403,22.926,259.874,420.668,2.991,2.673,2.405,2.355,1.074,1.12,15.28
95,107,107,86,81,66,52,45,31,27,38,27,24,26,16,31,99,61,31,24,6341EC,5,10,26,85,180,49,390,613,4550,2465,9.437,43.368,95.156,30.613,347.015,561.726,2.755,1.96,1.892,1.601,1.124,1.091,5.292
71,72,60,52,38,28,35,27,33,26,28,24,25,24,18,22,64,32,28,22,6342AG,5,10,6,62,98,17,252,383,2416,1307,5.011,23.028,50.527,16.232,183.995,297.84,1.197,2.692,1.94,1.047,1.37,1.286,2.979
38,38,40,31,24,18,16,13,17,17,18,15,11,10,8,10,37,18,17,10,6343AD,5,10,11,75,145,26,243,366,4117,1519,8.539,39.241,86.1,18.865,213.84,346.151,1.288,1.911,1.684,1.378,1.136,1.057,5.812
111,99,82,74,66,69,65,69,,58,30,29,15,18,15,17,92,67,39,16,6343AF,5,10,3,27,51,17,140,246,789,849,1.636,7.52,16.501,10.544,119.52,193.471,1.833,3.59,3.091,1.612,1.171,1.272,8.325
155,174,136,126,92,67,80,58,29,45,35,21,18,21,24,25,148,74,33,22,6347AL,5,10,5,39,59,16,180,270,2009,945,4.167,19.148,42.015,11.736,133.034,215.347,1.2,2.037,1.404,1.363,1.353,1.254,4.718
79,80,73,60,57,40,51,40,42,22,45,35,25,23,30,33,73,47,36,28,6347AN,5,10,21,96,199,26,205,311,5294,1553,10.98,50.459,110.715,19.287,218.626,353.899,1.913,1.903,1.797,1.348,0.938,0.879,10.283
90,87,91,73,61,42,46,39,34,31,33,28,18,19,18,,85,47,32,18,6348AM,5,10,8,96,165,25,313,469,4513,1678,9.36,43.015,94.382,20.839,236.224,382.384,0.855,2.232,1.748,1.2,1.325,1.227,6.04
